date,lowest
20151029,6.5
20151030,3.4
20151031,-0.1
20151101,1
20151102,4.1
20151103,5.2
20151104,3.7
20151105,6.9
20151106,7.7
20151107,12.5
20151108,13.4
20151109,11.5
20151110,8
20151111,6.8
20151112,8.8
20151113,11.1
20151114,12.2
20151115,9.8
20151116,8.4
20151117,12.1
20151118,10.2
20151119,9.5
20151120,8.7
20151121,7.6
20151122,6
20151123,9.6
20151124,5.1
20151125,3.4
20151126,-1.2
20151127,-2.3
20151128,0.7
20151129,3.5
20151130,2.3
20151201,-1.4
20151202,3
20151203,-0.6
20151204,-1.4
20151205,3.3
20151206,-1.6
20151207,-4
20151208,-1.7
20151209,-1.4
20151210,6.4
20151211,4.8
20151212,2
20151213,5.4
20151214,5.4
20151215,4.3
20151216,-2.8
20151217,-5.9
20151218,-6.7
20151219,-1.7
20151220,-2.6
20151221,0.3
20151222,-1.1
20151223,3.3
20151224,0.9
20151225,-3
20151226,-0.7
20151227,-5.7
20151228,-7.6
20151229,-7.2
20151230,-4.9
20151231,-1.9
20160101,-4.2
20160102,2
20160103,1
20160104,-0.5
20160105,-3.4
20160106,-5.6
20160107,-2.6
20160108,-4.2
20160109,-1.9
20160110,-1.8
20160111,-5.4
20160112,-7.5
20160113,-3.7
20160114,-6.5
20160115,-3.7
20160116,-4.4
20160117,-1
20160118,-8.5
20160119,-11.2
20160120,-12
20160121,-8.8
20160122,-10.9
20160123,-11.5
20160124,-17
20160125,-14.2
20160126,-6.3
20160127,-4.8
20160128,-5
20160129,1
20160130,-1.1
20160131,-4.2
20160201,-7.4
20160202,-9.7
20160203,-9.1
20160204,-6.3
20160205,-5.7
20160206,-4.6
20160207,-9.1
20160208,-5.7
20160209,-1
20160210,-4.6
20160211,-1.8
20160212,7.7
20160213,9
20160214,-3.6
20160215,-6.7
20160216,-3.7
20160217,-4.3
20160218,-3.5
20160219,0
20160220,-1
20160221,-3.7
20160222,-1.4
20160223,-2.7
20160224,-6.5
20160225,-5.7
20160226,-0.1
20160227,1.5
20160228,-0.9
20160229,-5.5
20160301,-7.5
20160302,-4.3
20160303,-0.2
20160304,5.4
20160305,7.7
20160306,6.5
20160307,3.4
20160308,1.7
20160309,-1.1
20160310,-3.1
20160311,-4.3
20160312,-5
20160313,0.8
20160314,0.3
20160315,-2.7
20160316,3.5
20160317,-0.5
20160318,8.4
20160319,6.8
20160320,3
20160321,2.3
20160322,1.5
20160323,4.6
20160324,1.6
20160325,1.2
20160326,-0.2
20160327,-0.3
20160328,-0.3
20160329,6.5
20160330,7.6
20160331,5.1
20160401,4.8
20160402,6.9
20160403,10.8
20160404,10.1
20160405,5.6
20160406,5.5
20160407,9.1
20160408,8.3
20160409,9.8
20160410,10.7
20160411,8.4
20160412,7.5
20160413,11.9
20160414,10.5
20160415,6.7
20160416,9
20160417,9.9
20160418,8.4
20160419,6.4
20160420,7.1
20160421,10.8
20160422,12.6
20160423,11.3
20160424,7
20160425,8.9
20160426,9.6
20160427,11.5
20160428,9.8
20160429,8.5
20160430,9.5
20160501,11.2
20160502,12.1
20160503,10.6
20160504,12.5
20160505,9.2
20160506,14.5
20160507,11.3
20160508,9.8
20160509,14.6
20160510,12.5
20160511,11.9
20160512,11.7
20160513,14.1
20160514,13.5
20160515,14.2
20160516,10
20160517,10.7
20160518,12
20160519,14.6
20160520,14.5
20160521,16.3
20160522,13.7
20160523,15
20160524,15.5
20160525,12.4
20160526,15.6
20160527,17.9
20160528,18.2
20160529,17.5
20160530,14.4
20160531,16.2
20160601,18.5
20160602,15.1
20160603,17.1
20160604,17.1
20160605,14.6
20160606,18.4
20160607,18.4
20160608,19.1
20160609,17.5
20160610,19.6
20160611,20.9
20160612,23.1
20160613,20.8
20160614,19.4
20160615,20.3
20160616,19.1
20160617,16.4
20160618,18.5
20160619,21.7
20160620,20
20160621,19.7
20160622,23.2
20160623,20.9
20160624,19.4
20160625,18.8
20160626,18.7
20160627,18.8
20160628,18
20160629,21.2
20160630,23.1
20160701,23.3
20160702,22.2
20160703,20.4
20160704,20
20160705,22.1
20160706,22.8
20160707,22.6
20160708,21.6
20160709,22.7
20160710,22.2
20160711,23.9
20160712,23.2
20160713,23.1
20160714,22.1
20160715,22.7
20160716,20.3
20160717,21.1
20160718,20.9
20160719,20.3
20160720,23.8
20160721,22.2
20160722,23.6
20160723,24.8
20160724,26.4
20160725,26.9
20160726,24.2
20160727,25.9
20160728,25.1
20160729,24.1
20160730,26.3
20160731,26.2
20160801,25.3
20160802,23.9
20160803,23.2
20160804,24.5
20160805,25.5
20160806,25.6
20160807,24.3
20160808,24.5
20160809,25.4
20160810,25.2
20160811,24.4
20160812,24.9
20160813,25.2
20160814,26.1
20160815,26.5
20160816,26.1
20160817,24.7
20160818,25.3
20160819,25
20160820,26.2
20160821,25.2
20160822,24
20160823,25.4
20160824,23.7
20160825,23.8
20160826,19.1
20160827,18
20160828,17.8
20160829,15.8
20160830,16.6
20160831,17.6
20160901,22.9
20160902,21.2
20160903,20.8
20160904,22.3
20160905,24
20160906,21.5
20160907,19.8
20160908,19.7
20160909,20.2
20160910,19.1
20160911,19.6
20160912,21
20160913,18.7
20160914,20.5
20160915,18.4
20160916,20.7
20160917,19.6
20160918,18.1
20160919,17.4
20160920,13.7
20160921,12.8
20160922,17.1
20160923,15.4
20160924,16.4
20160925,17.2
20160926,18.3
20160927,20.3
20160928,18.1
20160929,18
20160930,16.2
20161001,15.7
20161002,17.6
20161003,19.6
20161004,17.7
20161005,17.7
20161006,14.4
20161007,14.2
20161008,14.2
20161009,7.6
20161010,8.4
20161011,10.3
20161012,11
20161013,10.4
20161014,8.6
20161015,10.7
20161016,15.2
20161017,14.5
20161018,13
20161019,12.8
20161020,11.2
20161021,15.7
20161022,14.3
20161023,11.4
20161024,9.8
20161025,12.3
20161026,10.8
20161027,10.2
20161028,11.1
20161029,6.1
20161030,1.2
20161031,4.9
20161101,-0.7
20161102,-2.4
20161103,3.7
20161104,2.7
20161105,8.7
20161106,9.8
20161107,10.8
20161108,0.9
20161109,-3.1
20161110,2.4
20161111,5.8
20161112,2.7
20161113,6.6
20161114,9.5
20161115,2.7
20161116,-0.5
20161117,3.3
20161118,3
20161119,10.4
20161120,6.7
20161121,5.5
20161122,0.7
20161123,-3.3
20161124,-4.9
20161125,-3.2
20161126,-2.9
20161127,1
20161128,-0.4
20161129,-3.4
20161130,-0.7
20161201,0.1
20161202,-4.1
20161203,-2.8
20161204,-0.2
20161205,4.7
20161206,-2.6
20161207,-4.4
20161208,-1.8
20161209,-1
20161210,-4.4
20161211,-6.2
20161212,-3.2
20161213,1
20161214,-2.9
20161215,-5.9
20161216,-8.3
20161217,-0.3
20161218,-1.8
20161219,5.1
20161220,4.3
20161221,1.8
20161222,3.8
20161223,-1.3
20161224,-2.5
20161225,-4.5
20161226,2.3
20161227,-5.1
20161228,-7.5
20161229,-4.5
20161230,-8.1
20161231,-1.3
20170101,-1.3
20170102,-0.4
20170103,-1.5
20170104,-0.2
20170105,-0.7
20170106,2.6
20170107,-1.5
20170108,5
20170109,-0.9
20170110,-3.2
20170111,-7.8
20170112,-4
20170113,-7.3
20170114,-8.7
20170115,-11.8
20170116,-10.1
20170117,-8.6
20170118,-4.7
20170119,-3.7
20170120,-5.2
20170121,-8.6
20170122,-7.8
20170123,-10
20170124,-10.7
20170125,-10.6
20170126,-9.5
20170127,-4.3
20170128,-7.6
20170129,0.9
20170130,-6.8
20170131,-9
20170201,-6.6
20170202,-9
20170203,-3.2
20170204,-3.3
20170205,1.2
20170206,-3.2
20170207,-4.7
20170208,-4.1
20170209,-5.1
20170210,-6.9
20170211,-7.2
20170212,-5.3
20170213,-5.8
20170214,-2.8
20170215,-5.4
20170216,-3.4
20170217,-2.7
20170218,-6.2
20170219,-4.9
20170220,-4.9
20170221,-6.9
20170222,0.2
20170223,-3
20170224,-5.4
20170225,-2.7
20170226,-0.8
20170227,-2.5
20170228,-2.7
20170301,1
20170302,-1
20170303,-3.6
20170304,-1.2
20170305,0
20170306,-1.6
20170307,-2.6
20170308,-3.7
20170309,-1.1
20170310,-1.5
20170311,-1.9
20170312,0.3
20170313,2.7
20170314,-0.1
20170315,-1.8
20170316,-1.2
20170317,-1.4
20170318,2.9
20170319,0.7
20170320,2.7
20170321,4.9
20170322,0
20170323,4
20170324,1.7
20170325,6.4
20170326,4.6
20170327,3.5
20170328,0.9
20170329,4.3
20170330,2.1
20170331,8
20170401,5.2
20170402,1.9
20170403,3.6
20170404,4.1
20170405,10.7
20170406,11.2
20170407,9.5
20170408,10.2
20170409,11.9
20170410,9.4
20170411,8.2
20170412,5.7
20170413,5.7
20170414,10.5
20170415,12.5
20170416,10.6
20170417,11.8
20170418,10.3
20170419,7.2
20170420,8.3
20170421,5.8
20170422,8.6
20170423,6.5
20170424,6.3
20170425,10
20170426,10.1
20170427,6.7
20170428,8.6
20170429,9.7
20170430,15.2
20170501,12.9
20170502,12.1
20170503,11.8
20170504,14.1
20170505,17.9
20170506,10.8
20170507,11.8
20170508,12.1
20170509,12.2
20170510,13.8
20170511,12.6
20170512,15.9
20170513,13.8
20170514,12.1
20170515,11.1
20170516,11.5
20170517,10.5
20170518,11.9
20170519,13.1
20170520,12.5
20170521,14.3
20170522,13.3
20170523,15.1
20170524,17
20170525,14
20170526,11.2
20170527,11.9
20170528,12.8
20170529,19.5
20170530,17.1
20170531,17.2
20170601,17
20170602,13
20170603,16.1
20170604,12
20170605,13.9
20170606,15.7
20170607,16
20170608,15.6
20170609,16.2
20170610,19.9
20170611,15.9
20170612,16.7
20170613,17.3
20170614,15.1
20170615,16.8
20170616,18.1
20170617,16.8
20170618,17.1
20170619,18.3
20170620,19.6
20170621,20.2
20170622,18.6
20170623,20.1
20170624,20.4
20170625,20
20170626,20.7
20170627,20.7
20170628,21
20170629,21.6
20170630,22.8
20170701,22.6
20170702,24.2
20170703,24.4
20170704,24.1
20170705,23.7
20170706,23.5
20170707,23.5
20170708,22.6
20170709,22.5
20170710,23.3
20170711,23.2
20170712,24.2
20170713,22.8
20170714,24.4
20170715,23.1
20170716,25.3
20170717,23
20170718,22.9
20170719,24.5
20170720,25.3
20170721,26.8
20170722,27.6
20170723,26.4
20170724,27.5
20170725,25.3
20170726,23.6
20170727,22.3
20170728,25.7
20170729,24.8
20170730,24
20170731,23.5
20170801,22.3
20170802,25.1
20170803,24.3
20170804,24.5
20170805,27.1
20170806,27.8
20170807,25.6
20170808,25
20170809,22.3
20170810,24.2
20170811,24.1
20170812,23.1
20170813,22.8
20170814,21
20170815,21.3
20170816,22.7
20170817,22.9
20170818,23
20170819,23
20170820,23.3
20170821,23.1
20170822,24
20170823,25.7
20170824,25.1
20170825,21.8
20170826,18.8
20170827,18
20170828,19.7
20170829,18
20170830,16
20170831,16
20170901,16.6
20170902,16.7
20170903,16
20170904,17.3
20170905,19.2
20170906,18.4
20170907,18.3
20170908,18.5
20170909,17.7
20170910,18.5
20170911,18.1
20170912,17.6
20170913,14.3
20170914,13.9
20170915,18.6
20170916,18.6
20170917,16.7
20170918,16.3
20170919,17.9
20170920,15.4
20170921,12.1
20170922,14.4
20170923,15.5
20170924,18.7
20170925,19
20170926,17.3
20170927,16.7
20170928,15.8
20170929,10.5
20170930,9.8
20171001,13.5
20171002,15.9
20171003,14.6
20171004,11.8
20171005,15.5
20171006,15
20171007,16.9
20171008,16.5
20171009,17.6
20171010,17.9
20171011,13.4
20171012,9.4
20171013,5.8
20171014,8.4
20171015,9.7
20171016,12.6
20171017,9.2
20171018,14.8
20171019,11.4
20171020,11.1
20171021,9.8
20171022,10
20171023,9.1
20171024,6.9
20171025,6.6
20171026,7.8
20171027,11.2
20171028,9.2
20171029,5.6
20171030,1.4
20171031,0.4
20171101,7.3
20171102,10.9
20171103,7.6
20171104,3.2
20171105,0.9
20171106,1.7
20171107,5.6
20171108,7
20171109,2.4
20171110,3.4
20171111,2
20171112,-0.9
20171113,0.7
20171114,4.3
20171115,2.5
20171116,-2.3
20171117,-2.5
20171118,-3.7
20171119,-5.8
20171120,-2
20171121,-2.8
20171122,-0.7
20171123,-2.4
20171124,-1.2
20171125,-1.6
20171126,1.1
20171127,-2.4
20171128,0.2
20171129,1.7
20171130,-3.8
20171201,-6.5
20171202,-2.5
20171203,-1.1
20171204,-2.5
20171205,-7.6
20171206,-4.7
20171207,-0.5
20171208,-4.1
20171209,-1.6
20171210,-1
20171211,-8.2
20171212,-11.4
20171213,-9.9
20171214,-11
20171215,-8.1
20171216,-5.7
20171217,-9.4
20171218,-6.4
20171219,-5.7
20171220,-8.3
20171221,-3.9
20171222,-3.9
20171223,-1.1
20171224,0.7
20171225,-2.8
20171226,-5.1
20171227,-9
20171228,-6.9
20171229,-0.5
20171230,0.1
20171231,-2.2
20180101,-5.3
20180102,-4.7
20180103,-6
20180104,-6.3
20180105,-3.7
20180106,-5
20180107,-6.6
20180108,-0.1
20180109,-3.6
20180110,-9
20180111,-12.6
20180112,-13.7
20180113,-6.4
20180114,-7.3
20180115,0.8
20180116,0.2
20180117,2.5
20180118,-0.1
20180119,-3.6
20180120,-4.8
20180121,-4
20180122,-0.4
20180123,-11.4
20180124,-15.4
20180125,-16.3
20180126,-16.2
20180127,-15.6
20180128,-7.1
20180129,-9.5
20180130,-11.7
20180131,-3.4
20180201,-6.6
20180202,-9
20180203,-8.2
20180204,-11.2
20180205,-12.5
20180206,-13.2
20180207,-13.9
20180208,-11.2
20180209,-5.7
20180210,-5.2
20180211,-7.7
20180212,-9.5
20180213,-6.7
20180214,-0.8
20180215,-3.2
20180216,-5.2
20180217,-4.9
20180218,-3.7
20180219,-3.4
20180220,-3.3
20180221,-3.8
20180222,-7.3
20180223,0.2
20180224,0.7
20180225,-0.6
20180226,-4.2
20180227,-1.9
20180228,1.4
20180301,-3.2
20180302,-6.2
20180303,-1.7
20180304,9.5
20180305,3.3
20180306,-0.4
20180307,3.2
20180308,0.6
20180309,0.5
20180310,-1.2
20180311,2.2
20180312,0.1
20180313,2.9
20180314,7.9
20180315,10.6
20180316,3.1
20180317,0.4
20180318,3
20180319,5.5
20180320,2.8
20180321,-0.3
20180322,0.5
20180323,-1
20180324,1.7
20180325,4.4
20180326,3.9
20180327,6.3
20180328,8.3
20180329,10.7
20180330,10.4
20180331,9.2
20180401,10.3
20180402,11.5
20180403,13.2
20180404,9.4
20180405,7.4
20180406,3.5
20180407,2.6
20180408,0.8
20180409,5.5
20180410,5.3
20180411,10.5
20180412,6
20180413,5.9
20180414,7.2
20180415,5.8
20180416,3.3
20180417,8.1
20180418,6
20180419,5.1
20180420,9.1
20180421,11
20180422,12.9
20180423,10.7
20180424,10.4
20180425,5.4
20180426,7.2
20180427,9.2
20180428,9.6
20180429,6.3
20180430,13.4
20180501,17.2
20180502,11.3
20180503,9
20180504,7.8
20180505,12.4
20180506,14.9
20180507,14.8
20180508,12.7
20180509,9.4
20180510,11.2
20180511,11.2
20180512,12.6
20180513,14.9
20180514,13.6
20180515,15.2
20180516,22.6
20180517,24.6
20180518,15.7
20180519,13.9
20180520,10.8
20180521,12.1
20180522,13.8
20180523,14.7
20180524,10.8
20180525,11.4
20180526,12.9
20180527,17.1
20180528,15.5
20180529,18.5
20180530,18.3
20180531,14.6
20180601,15.9
20180602,15.8
20180603,15.8
20180604,18.1
20180605,19.3
20180606,18.7
20180607,20.5
20180608,19.5
20180609,17.6
20180610,18.5
20180611,18.1
20180612,18.3
20180613,16.5
20180614,19.1
20180615,17
20180616,15.9
20180617,17.4
20180618,20.3
20180619,19.1
20180620,18.6
20180621,18.9
20180622,17.2
20180623,20.1
20180624,19.4
20180625,19.3
20180626,21.3
20180627,22.9
20180628,23.3
20180629,19.8
20180630,22.5
20180701,20.5
20180702,21
20180703,22.4
20180704,23.4
20180705,23.2
20180706,20.6
20180707,18.9
20180708,17.5
20180709,19.3
20180710,20.5
20180711,24.4
20180712,25.8
20180713,26.1
20180714,25.4
20180715,24.7
20180716,25.7
20180717,25.4
20180718,24.8
20180719,24.8
20180720,23.7
20180721,25.6
20180722,25.6
20180723,26.5
20180724,26.2
20180725,27.5
20180726,26.2
20180727,26.2
20180728,26.4
20180729,25.5
20180730,26
20180731,25.4
20180801,26.3
20180802,27.6
20180803,27.5
20180804,28
20180805,26.8
20180806,27
20180807,27.6
20180808,27.9
20180809,26.6
20180810,27.5
20180811,26.9
20180812,25.9
20180813,26.2
20180814,27.4
20180815,26.8
20180816,25.8
20180817,23.2
20180818,20.4
20180819,21.4
20180820,24.2
20180821,25.8
20180822,23.7
20180823,26.4
20180824,23.7
20180825,23.4
20180826,20.1
20180827,20.4
20180828,23.9
20180829,23.9
20180830,24.4
20180831,19.5
20180901,20.6
20180902,19.2
20180903,22.6
20180904,21
20180905,19.2
20180906,20.8
20180907,18.9
20180908,14.6
20180909,15.8
20180910,17.6
20180911,15.9
20180912,15.5
20180913,20.3
20180914,20.1
20180915,21.1
20180916,20.8
20180917,19.3
20180918,16.5
20180919,17.1
20180920,19.1
20180921,18.9
20180922,16.3
20180923,14.9
20180924,13
20180925,9.9
20180926,15.4
20180927,12.6
20180928,13
20180929,13.7
20180930,14.6
20181001,12
20181002,10.6
20181003,10.1
20181004,11.8
20181005,16.4
20181006,17.1
20181007,12.3
20181008,9
20181009,10.2
20181010,8.4
20181011,5.8
20181012,5.2
20181013,4.9
20181014,6.9
20181015,8.1
20181016,10.3
20181017,7.7
20181018,5.5
20181019,7.5
20181020,5.6
20181021,5.4
20181022,8.1
20181023,8.4
20181024,7.6
20181025,6.7
20181026,10.2
20181027,6.1
20181028,6
20181029,6.3
20181030,1.5
20181031,3.8
20181101,1.4
20181102,1.8
20181103,3
20181104,3.7
20181105,4
20181106,5.2
20181107,11
20181108,12.5
20181109,7.9
20181110,6.3
20181111,6.7
20181112,4.6
20181113,3
20181114,3.3
20181115,3.3
20181116,6.2
20181117,2.2
20181118,0.8
20181119,2.8
20181120,0.5
20181121,1.8
20181122,-0.9
20181123,-2.3
20181124,0
20181125,3.7
20181126,1.2
20181127,0.4
20181128,1.5
20181129,-0.7
20181130,1.4
20181201,1
20181202,0.6
20181203,9.3
20181204,3.3
20181205,-2.7
20181206,0.5
20181207,-7.1
20181208,-9.9
20181209,-11
20181210,-8.7
20181211,-2.8
20181212,-4.5
20181213,-5.6
20181214,-6.5
20181215,-8.2
20181216,-3.6
20181217,0.5
20181218,-2.3
20181219,1.6
20181220,0
20181221,-2.6
20181222,0.8
20181223,-0.7
20181224,-4.9
20181225,-5.7
20181226,-1.5
20181227,-8.4
20181228,-11.1
20181229,-10.7
20181230,-10.4
20181231,-10.7
20190101,-6.1
20190102,-8.4
20190103,-8.5
20190104,-8.1
20190105,-4.8
20190106,-7.1
20190107,-6.9
20190108,-5
20190109,-8.6
20190110,-3.2
20190111,-3
20190112,1.8
20190113,-2.8
20190114,-1.6
20190115,-4.9
20190116,-8.5
20190117,-2.5
20190118,-4.8
20190119,-1.9
20190120,-2.8
20190121,-6.2
20190122,-1.6
20190123,-1.5
20190124,-5.6
20190125,-4.5
20190126,-6.4
20190127,-8.3
20190128,-2.3
20190129,-6.9
20190130,-4
20190131,-4.7
20190201,-6.7
20190202,-4.9
20190203,3.2
20190204,-2.2
20190205,-4.3
20190206,-1.2
20190207,-5.1
20190208,-7.5
20190209,-5.3
20190210,-7
20190211,-6.1
20190212,-6.2
20190213,-3.9
20190214,-3.3
20190215,-0.6
20190216,-3.5
20190217,-6.5
20190218,-4.5
20190219,-0.1
20190220,-0.7
20190221,-3.3
20190222,-1.5
20190223,-1.9
20190224,-0.8
20190225,0.9
20190226,-2.4
20190227,4.2
20190228,0.7
20190301,0
20190302,-0.9
20190303,1.4
20190304,5.5
20190305,2.8
20190306,5.8
20190307,3
20190308,-0.6
20190309,-1.4
20190310,3.7
20190311,0.6
20190312,-0.3
20190313,-1.8
20190314,-2.6
20190315,2
20190316,2.1
20190317,2.6
20190318,-0.6
20190319,1.5
20190320,6.3
20190321,2.7
20190322,0.3
20190323,-1.2
20190324,-1.9
20190325,0.2
20190326,4.3
20190327,10.4
20190328,7.3
20190329,6.2
20190330,4.2
20190331,2.8
20190401,0.5
20190402,-1.1
20190403,-0.2
20190404,1.1
20190405,7.7
20190406,2.8
20190407,9.3
20190408,4.9
20190409,5
20190410,4.9
20190411,4.3
20190412,5.1
20190413,4.7
20190414,6.9
20190415,2.9
20190416,4
20190417,10
20190418,9.6
20190419,11.5
20190420,11.4
20190421,15.2
20190422,11.3
20190423,15.6
20190424,15.3
20190425,10.9
20190426,8.5
20190427,5.1
20190428,10.3
20190429,8
20190430,9.6
20190501,10.3
20190502,8.9
20190503,7.4
20190504,10.2
20190505,12.2
20190506,9.4
20190507,5.6
20190508,7.4
20190509,10.9
20190510,8.3
20190511,11.3
20190512,13.1
20190513,13.3
20190514,14
20190515,15.7
20190516,16.7
20190517,18.6
20190518,16
20190519,18.5
20190520,12.2
20190521,11.6
20190522,13.4
20190523,16
20190524,16
20190525,18.7
20190526,17.2
20190527,14.2
20190528,11.7
20190529,11.9
20190530,14.6
20190531,15.2
20190601,12.9
20190602,14.6
20190603,14.6
20190604,17.5
20190605,18.1
20190606,16.9
20190607,16.6
20190608,16.1
20190609,17.9
20190610,15.1
20190611,16.1
20190612,15.7
20190613,16.5
20190614,19.3
20190615,16.7
20190616,15.9
20190617,17.9
20190618,17.5
20190619,19.9
20190620,19.2
20190621,19.8
20190622,19.2
20190623,18.5
20190624,19.1
20190625,19
20190626,20.8
20190627,21.3
20190628,22.1
20190629,21.4
20190630,21.1
20190701,20.7
20190702,17.2
20190703,20.2
20190704,19.2
20190705,20
20190706,20.7
20190707,21.1
20190708,19.6
20190709,19.6
20190710,19.5
20190711,19.5
20190712,19.9
20190713,21.4
20190714,21.4
20190715,21.5
20190716,20.2
20190717,22.2
20190718,22.8
20190719,23.5
20190720,23.8
20190721,22.3
20190722,25.4
20190723,26.2
20190724,25.5
20190725,25.6
20190726,25.7
20190727,25.1
20190728,25.5
20190729,24.5
20190730,26.4
20190731,27.4
20190801,26.2
20190802,25.9
20190803,26
20190804,25.7
20190805,25.7
20190806,26.7
20190807,24.3
20190808,26
20190809,25.6
20190810,26.3
20190811,26.4
20190812,26.2
20190813,25.7
20190814,26.5
20190815,24.7
20190816,24.8
20190817,23.5
20190818,20.5
20190819,21
20190820,23.5
20190821,23.4
20190822,23.5
20190823,22.1
20190824,20.6
20190825,20.1
20190826,19.3
20190827,20.1
20190828,21.6
20190829,20.7
20190830,19.4
20190831,18.3
20190901,18.9
20190902,20.5
20190903,20.3
20190904,22.2
20190905,22.8
20190906,22.6
20190907,23.9
20190908,23.3
20190909,22.3
20190910,23.4
20190911,23.7
20190912,19.5
20190913,17.2
20190914,19.2
20190915,21.4
20190916,21
20190917,17.2
20190918,15.6
20190919,13.2
20190920,17.4
20190921,15.9
20190922,15.6
20190923,14.6
20190924,12.3
20190925,13
20190926,17.5
20190927,17.1
20190928,20.3
20190929,18.7
20190930,15.9
20191001,18.6
20191002,20.3
20191003,19.5
20191004,19.7
20191005,16.5
20191006,15.6
20191007,14.5
20191008,9.9
20191009,6.5
20191010,9.6
20191011,11.8
20191012,14
20191013,10.6
20191014,9.8
20191015,8.2
20191016,9
20191017,11.3
20191018,11
20191019,13
20191020,10.8
20191021,9.5
20191022,11
20191023,12.9
20191024,15.4
20191025,12
20191026,8.3
20191027,5.4
20191028,4.6
20191029,9.9
20191030,5.8
20191031,6
20191101,10.1
20191102,7.1
20191103,10.2
20191104,9.1
20191105,6.4
20191106,5.9
20191107,5.3
20191108,1.2
20191109,0.6
20191110,3.3
20191111,8.8
20191112,5
20191113,4.4
20191114,-0.2
20191115,-1.3
20191116,8.3
20191117,6.3
20191118,3.1
20191119,-0.2
20191120,-2.4
20191121,-2.6
20191122,3
20191123,4.7
20191124,7.3
20191125,1.7
20191126,0.3
20191127,1.6
20191128,-1
20191129,-1.6
20191130,-2.5
20191201,4.7
20191202,-1.4
20191203,-2.5
20191204,1.4
20191205,-5.5
20191206,-9.6
20191207,-7.2
20191208,-2.7
20191209,-3.8
20191210,3
20191211,2.5
20191212,-2.8
20191213,-4.8
20191214,1.5
20191215,-2.2
20191216,1.9
20191217,5.3
20191218,0.1
20191219,-2.7
20191220,-2.3
20191221,-4.5
20191222,-1.1
20191223,0
20191224,-2.4
20191225,-3.6
20191226,0.5
20191227,-3.1
20191228,-5
20191229,-2.3
20191230,-0.4
20191231,-7.5
20200101,-7.7
20200102,-2.8
20200103,-1.7
20200104,-3.9
20200105,-4.7
20200106,-0.6
20200107,4.9
20200108,2.3
20200109,-2
20200110,-3.9
20200111,-3
20200112,-1.6
20200113,-3.6
20200114,-3
20200115,-4.1
20200116,-4.1
20200117,-2.8
20200118,-4.5
20200119,-2.5
20200120,-0.9
20200121,-5.3
20200122,-0.2
20200123,2.7
20200124,-0.7
20200125,0.5
20200126,1
20200127,3.2
20200128,2.8
20200129,4.2
20200130,3.2
20200131,0.1
20200201,-2.5
20200202,-2.3
20200203,-3.6
20200204,-5.8
20200205,-8.2
20200206,-10.5
20200207,-7.6
20200208,-2.1
20200209,-5.4
20200210,-0.2
20200211,-2.1
20200212,5.3
20200213,3.7
20200214,3.5
20200215,3.2
20200216,-1.9
20200217,-5.4
20200218,-7.2
20200219,-4
20200220,-1.2
20200221,0.2
20200222,1.6
20200223,-1.9
20200224,-2.3
20200225,6.2
20200226,4.2
20200227,3.4
20200228,3.7
20200229,3.8
20200301,2.6
20200302,2.2
20200303,0.1
20200304,0.2
20200305,-1.9
20200306,-3.6
20200307,2.5
20200308,-0.2
20200309,3
20200310,3.3
20200311,0.7
20200312,-1.6
20200313,0.9
20200314,-2.2
20200315,0.8
20200316,-1.8
20200317,2.6
20200318,2.5
20200319,6.6
20200320,3.4
20200321,5.6
20200322,7.4
20200323,2.9
20200324,3.3
20200325,4.2
20200326,9.4
20200327,5.6
20200328,4.1
20200329,0.4
20200330,5.7
20200331,3.7
20200401,6
20200402,2.7
20200403,3.3
20200404,4.3
20200405,0.6
20200406,0.9
20200407,4.5
20200408,5.1
20200409,2.4
20200410,5.4
20200411,4.6
20200412,2.5
20200413,4.7
20200414,4.3
20200415,4
20200416,6
20200417,9.7
20200418,10.4
20200419,9.2
20200420,7.8
20200421,5.1
20200422,4
20200423,4
20200424,4.4
20200425,9
20200426,6.6
20200427,5.5
20200428,5.1
20200429,8.3
20200430,6.7
20200501,16.4
20200502,19.5
20200503,16.9
20200504,14
20200505,11.8
20200506,13.8
20200507,12.3
20200508,12.3
20200509,13.3
20200510,13.2
20200511,14
20200512,12.1
20200513,9.2
20200514,11.8
20200515,15.2
20200516,15.9
20200517,15.9
20200518,13.9
20200519,11.7
20200520,8.6
20200521,10.1
20200522,14.5
20200523,14.6
20200524,16.2
20200525,14.4
20200526,14.9
20200527,13.4
20200528,12.7
20200529,16.1
20200530,15.8
20200531,16.7
20200601,16.3
20200602,15
20200603,19.3
20200604,21.9
20200605,22
20200606,20
20200607,20.3
20200608,19.4
20200609,20.3
20200610,21.6
20200611,20.9
20200612,22
20200613,21.1
20200614,21.3
20200615,18.7
20200616,18.7
20200617,20.5
20200618,19.9
20200619,18.8
20200620,20.2
20200621,20.4
20200622,20.7
20200623,21.8
20200624,21.3
20200625,20.2
20200626,19.7
20200627,20
20200628,19.7
20200629,20.3
20200630,18.3
20200701,17.3
20200702,17.7
20200703,19.1
20200704,18.8
20200705,20.2
20200706,19.9
20200707,22.5
20200708,20.2
20200709,21.3
20200710,22.1
20200711,23.5
20200712,18.9
20200713,17.7
20200714,18.9
20200715,19
20200716,19.2
20200717,19.9
20200718,21.8
20200719,21
20200720,22.5
20200721,22
20200722,21.8
20200723,20.8
20200724,20.1
20200725,20.9
20200726,22
20200727,22.3
